specification,iso3,year
commodity_repression,COL,2007
commodity_repression,COL,2008
commodity_repression,COL,2009
commodity_repression,COL,2010
commodity_repression,COL,2011
commodity_repression,COL,2012
commodity_repression,COL,2013
commodity_repression,COL,2014
commodity_repression,COL,2015
commodity_repression,COL,2016
commodity_repression,COL,2017
commodity_repression,COL,2018
commodity_repression,COL,2019
commodity_repression,COL,2020
commodity_repression,COL,2021
commodity_repression,CRI,1990
commodity_repression,CRI,1991
commodity_repression,CRI,1992
commodity_repression,CRI,1993
commodity_repression,CRI,1994
commodity_repression,CRI,1995
commodity_repression,CRI,1996
commodity_repression,CRI,1997
commodity_repression,CRI,1998
commodity_repression,CRI,1999
commodity_repression,CRI,2000
commodity_repression,CRI,2001
commodity_repression,CRI,2002
commodity_repression,CRI,2003
commodity_repression,CRI,2004
commodity_repression,CRI,2005
commodity_repression,CRI,2006
commodity_repression,CRI,2007
commodity_repression,CRI,2008
commodity_repression,CRI,2009
commodity_repression,CRI,2010
commodity_repression,CRI,2011
commodity_repression,CRI,2012
commodity_repression,CRI,2013
commodity_repression,CRI,2014
commodity_repression,CRI,2015
commodity_repression,CRI,2016
commodity_repression,CRI,2017
commodity_repression,CRI,2018
commodity_repression,CRI,2019
commodity_repression,CRI,2020
commodity_repression,CRI,2021
commodity_repression,DOM,1990
commodity_repression,DOM,1991
commodity_repression,DOM,1992
commodity_repression,DOM,1993
commodity_repression,DOM,1994
commodity_repression,DOM,1995
commodity_repression,DOM,1996
commodity_repression,DOM,1997
commodity_repression,DOM,1998
commodity_repression,DOM,1999
commodity_repression,DOM,2000
commodity_repression,DOM,2001
commodity_repression,DOM,2002
commodity_repression,DOM,2003
commodity_repression,DOM,2004
commodity_repression,DOM,2005
commodity_repression,DOM,2006
commodity_repression,DOM,2007
commodity_repression,DOM,2008
commodity_repression,DOM,2009
commodity_repression,DOM,2010
commodity_repression,DOM,2011
commodity_repression,DOM,2012
commodity_repression,DOM,2013
commodity_repression,DOM,2014
commodity_repression,DOM,2015
commodity_repression,DOM,2016
commodity_repression,DOM,2017
commodity_repression,DOM,2018
commodity_repression,DOM,2019
commodity_repression,DOM,2020
commodity_repression,DOM,2021
commodity_repression,ECU,1990
commodity_repression,ECU,1991
commodity_repression,ECU,1992
commodity_repression,ECU,1993
commodity_repression,ECU,1994
commodity_repression,ECU,1995
commodity_repression,ECU,1996
commodity_repression,ECU,1997
commodity_repression,ECU,1998
commodity_repression,ECU,1999
commodity_repression,ECU,2000
commodity_repression,ECU,2001
commodity_repression,ECU,2002
commodity_repression,ECU,2003
commodity_repression,ECU,2004
commodity_repression,ECU,2005
commodity_repression,ECU,2006
commodity_repression,ECU,2007
commodity_repression,ECU,2008
commodity_repression,ECU,2009
commodity_repression,ECU,2010
commodity_repression,ECU,2011
commodity_repression,ECU,2012
commodity_repression,ECU,2013
commodity_repression,ECU,2014
commodity_repression,ECU,2015
commodity_repression,ECU,2016
commodity_repression,ECU,2017
commodity_repression,ECU,2018
commodity_repression,ECU,2019
commodity_repression,ECU,2020
commodity_repression,ECU,2021
commodity_repression,GTM,1990
commodity_repression,GTM,1991
commodity_repression,GTM,1992
commodity_repression,GTM,1993
commodity_repression,GTM,1994
commodity_repression,GTM,1995
commodity_repression,GTM,1996
commodity_repression,GTM,1997
commodity_repression,GTM,1998
commodity_repression,GTM,1999
commodity_repression,GTM,2000
commodity_repression,GTM,2001
commodity_repression,GTM,2002
commodity_repression,GTM,2003
commodity_repression,GTM,2004
commodity_repression,GTM,2005
commodity_repression,GTM,2006
commodity_repression,GTM,2007
commodity_repression,GTM,2008
commodity_repression,GTM,2009
commodity_repression,GTM,2010
commodity_repression,GTM,2011
commodity_repression,GTM,2012
commodity_repression,GTM,2013
commodity_repression,GTM,2014
commodity_repression,GTM,2015
commodity_repression,GTM,2016
commodity_repression,GTM,2017
commodity_repression,GTM,2018
commodity_repression,GTM,2019
commodity_repression,GTM,2020
commodity_repression,GTM,2021
commodity_repression,HND,1990
commodity_repression,HND,1991
commodity_repression,HND,1992
commodity_repression,HND,1993
commodity_repression,HND,1994
commodity_repression,HND,1995
commodity_repression,HND,1996
commodity_repression,HND,1997
commodity_repression,HND,1998
commodity_repression,HND,1999
commodity_repression,HND,2000
commodity_repression,HND,2001
commodity_repression,HND,2002
commodity_repression,HND,2003
commodity_repression,HND,2004
commodity_repression,HND,2005
commodity_repression,HND,2006
commodity_repression,HND,2007
commodity_repression,HND,2008
commodity_repression,HND,2009
commodity_repression,HND,2010
commodity_repression,HND,2011
commodity_repression,HND,2012
commodity_repression,HND,2013
commodity_repression,HND,2014
commodity_repression,HND,2015
commodity_repression,HND,2016
commodity_repression,HND,2017
commodity_repression,HND,2018
commodity_repression,HND,2019
commodity_repression,HND,2020
commodity_repression,HND,2021
commodity_repression,MEX,1990
commodity_repression,MEX,1991
commodity_repression,MEX,1992
commodity_repression,MEX,1993
commodity_repression,MEX,1994
commodity_repression,MEX,1995
commodity_repression,MEX,1996
commodity_repression,MEX,1997
commodity_repression,MEX,1998
commodity_repression,MEX,1999
commodity_repression,MEX,2000
commodity_repression,MEX,2001
commodity_repression,MEX,2002
commodity_repression,MEX,2003
commodity_repression,MEX,2004
commodity_repression,MEX,2005
commodity_repression,MEX,2006
commodity_repression,MEX,2007
commodity_repression,MEX,2008
commodity_repression,MEX,2009
commodity_repression,MEX,2010
commodity_repression,MEX,2011
commodity_repression,MEX,2012
commodity_repression,MEX,2013
commodity_repression,MEX,2014
commodity_repression,MEX,2015
commodity_repression,MEX,2016
commodity_repression,MEX,2017
commodity_repression,MEX,2018
commodity_repression,MEX,2019
commodity_repression,MEX,2020
commodity_repression,MEX,2021
commodity_repression,NIC,1990
commodity_repression,NIC,1991
commodity_repression,NIC,1992
commodity_repression,NIC,1993
commodity_repression,NIC,1994
commodity_repression,NIC,1995
commodity_repression,NIC,1996
commodity_repression,NIC,1997
commodity_repression,NIC,1998
commodity_repression,NIC,1999
commodity_repression,NIC,2000
commodity_repression,NIC,2001
commodity_repression,NIC,2002
commodity_repression,NIC,2003
commodity_repression,NIC,2004
commodity_repression,NIC,2005
commodity_repression,NIC,2006
commodity_repression,NIC,2007
commodity_repression,NIC,2008
commodity_repression,NIC,2009
commodity_repression,NIC,2010
commodity_repression,NIC,2011
commodity_repression,NIC,2012
commodity_repression,NIC,2013
commodity_repression,NIC,2014
commodity_repression,NIC,2015
commodity_repression,NIC,2016
commodity_repression,NIC,2017
commodity_repression,NIC,2018
commodity_repression,NIC,2019
commodity_repression,NIC,2020
commodity_repression,NIC,2021
commodity_repression,PAN,1990
commodity_repression,PAN,1991
commodity_repression,PAN,1992
commodity_repression,PAN,1993
commodity_repression,PAN,1994
commodity_repression,PAN,1995
commodity_repression,PAN,1996
commodity_repression,PAN,1997
commodity_repression,PAN,1998
commodity_repression,PAN,1999
commodity_repression,PAN,2000
commodity_repression,PAN,2001
commodity_repression,PAN,2002
commodity_repression,PAN,2003
commodity_repression,PAN,2004
commodity_repression,PAN,2005
commodity_repression,PAN,2006
commodity_repression,PAN,2007
commodity_repression,PAN,2008
commodity_repression,PAN,2009
commodity_repression,PAN,2010
commodity_repression,PAN,2011
commodity_repression,PAN,2012
commodity_repression,PAN,2013
commodity_repression,PAN,2014
commodity_repression,PAN,2015
commodity_repression,PAN,2016
commodity_repression,PAN,2017
commodity_repression,PAN,2018
commodity_repression,PAN,2019
commodity_repression,PAN,2020
commodity_repression,PAN,2021
commodity_repression,PER,1990
commodity_repression,PER,1991
commodity_repression,PER,1992
commodity_repression,PER,1993
commodity_repression,PER,1994
commodity_repression,PER,1995
commodity_repression,PER,1996
commodity_repression,PER,1997
commodity_repression,PER,1998
commodity_repression,PER,1999
commodity_repression,PER,2000
commodity_repression,PER,2001
commodity_repression,PER,2002
commodity_repression,PER,2003
commodity_repression,PER,2004
commodity_repression,PER,2005
commodity_repression,PER,2006
commodity_repression,PER,2007
commodity_repression,PER,2008
commodity_repression,PER,2009
commodity_repression,PER,2010
commodity_repression,PER,2011
commodity_repression,PER,2012
commodity_repression,PER,2013
commodity_repression,PER,2014
commodity_repression,PER,2015
commodity_repression,PER,2016
commodity_repression,PER,2017
commodity_repression,PER,2018
commodity_repression,PER,2019
commodity_repression,PER,2020
commodity_repression,PER,2021
commodity_repression,PRY,1990
commodity_repression,PRY,1991
commodity_repression,PRY,1992
commodity_repression,PRY,1993
commodity_repression,PRY,1994
commodity_repression,PRY,1995
commodity_repression,PRY,1996
commodity_repression,PRY,1997
commodity_repression,PRY,1998
commodity_repression,PRY,1999
commodity_repression,PRY,2000
commodity_repression,PRY,2001
commodity_repression,PRY,2002
commodity_repression,PRY,2003
commodity_repression,PRY,2004
commodity_repression,PRY,2005
commodity_repression,PRY,2006
commodity_repression,PRY,2007
commodity_repression,PRY,2008
commodity_repression,PRY,2009
commodity_repression,PRY,2010
commodity_repression,PRY,2011
commodity_repression,PRY,2012
commodity_repression,PRY,2013
commodity_repression,PRY,2014
commodity_repression,PRY,2015
commodity_repression,PRY,2016
commodity_repression,PRY,2017
commodity_repression,PRY,2018
commodity_repression,PRY,2019
commodity_repression,PRY,2020
commodity_repression,PRY,2021
commodity_repression,SLV,1990
commodity_repression,SLV,1991
commodity_repression,SLV,1992
commodity_repression,SLV,1993
commodity_repression,SLV,1994
commodity_repression,SLV,1995
commodity_repression,SLV,1996
commodity_repression,SLV,1997
commodity_repression,SLV,1998
commodity_repression,SLV,1999
commodity_repression,SLV,2000
commodity_repression,SLV,2001
commodity_repression,SLV,2002
commodity_repression,SLV,2003
commodity_repression,SLV,2004
commodity_repression,SLV,2005
commodity_repression,SLV,2006
commodity_repression,SLV,2007
commodity_repression,SLV,2008
commodity_repression,SLV,2009
commodity_repression,SLV,2010
commodity_repression,SLV,2011
commodity_repression,SLV,2012
commodity_repression,SLV,2013
commodity_repression,SLV,2014
commodity_repression,SLV,2015
commodity_repression,SLV,2016
commodity_repression,SLV,2017
commodity_repression,SLV,2018
commodity_repression,SLV,2019
commodity_repression,SLV,2020
commodity_repression,SLV,2021
commodity_repression,URY,1990
commodity_repression,URY,1991
commodity_repression,URY,1992
commodity_repression,URY,1993
commodity_repression,URY,1994
commodity_repression,URY,1995
commodity_repression,URY,1996
commodity_repression,URY,1997
commodity_repression,URY,1998
commodity_repression,URY,1999
commodity_repression,URY,2000
commodity_repression,URY,2001
commodity_repression,URY,2002
commodity_repression,URY,2003
commodity_repression,URY,2004
commodity_repression,URY,2005
commodity_repression,URY,2006
commodity_repression,URY,2007
commodity_repression,URY,2008
commodity_repression,URY,2009
commodity_repression,URY,2010
commodity_repression,URY,2011
commodity_repression,URY,2012
commodity_repression,URY,2013
commodity_repression,URY,2014
commodity_repression,URY,2015
commodity_repression,URY,2016
commodity_repression,URY,2017
commodity_repression,URY,2018
commodity_repression,URY,2019
commodity_repression,URY,2020
commodity_repression,URY,2021
commodity_repression,VEN,1990
commodity_repression,VEN,1991
commodity_repression,VEN,1992
commodity_repression,VEN,1993
commodity_repression,VEN,1994
commodity_repression,VEN,1995
commodity_repression,VEN,1996
commodity_repression,VEN,1997
commodity_repression,VEN,1998
commodity_repression,VEN,1999
commodity_repression,VEN,2000
commodity_repression,VEN,2001
commodity_repression,VEN,2002
commodity_repression,VEN,2003
commodity_repression,VEN,2004
commodity_repression,VEN,2005
commodity_repression,VEN,2006
commodity_repression,VEN,2007
commodity_repression,VEN,2008
commodity_repression,VEN,2009
commodity_repression,VEN,2010
commodity_repression,VEN,2011
commodity_repression,VEN,2012
commodity_repression,VEN,2013
commodity_repression,VEN,2014
commodity_choice,ARG,1990
commodity_choice,ARG,1991
commodity_choice,ARG,1992
commodity_choice,ARG,1993
commodity_choice,ARG,1994
commodity_choice,ARG,1995
commodity_choice,ARG,1996
commodity_choice,ARG,1997
commodity_choice,ARG,1998
commodity_choice,ARG,1999
commodity_choice,ARG,2000
commodity_choice,ARG,2001
commodity_choice,ARG,2002
commodity_choice,ARG,2003
commodity_choice,ARG,2004
commodity_choice,ARG,2005
commodity_choice,ARG,2006
commodity_choice,ARG,2007
commodity_choice,ARG,2008
commodity_choice,ARG,2009
commodity_choice,ARG,2010
commodity_choice,ARG,2011
commodity_choice,ARG,2012
commodity_choice,ARG,2013
commodity_choice,ARG,2014
commodity_choice,ARG,2015
commodity_choice,ARG,2016
commodity_choice,ARG,2017
commodity_choice,ARG,2018
commodity_choice,ARG,2019
commodity_choice,ARG,2020
commodity_choice,ARG,2021
commodity_choice,BOL,1992
commodity_choice,BOL,1993
commodity_choice,BOL,1994
commodity_choice,BOL,1995
commodity_choice,BOL,1996
commodity_choice,BOL,1997
commodity_choice,BOL,1998
commodity_choice,BOL,1999
commodity_choice,BOL,2000
commodity_choice,BOL,2001
commodity_choice,BOL,2002
commodity_choice,BOL,2003
commodity_choice,BOL,2004
commodity_choice,BOL,2005
commodity_choice,BOL,2006
commodity_choice,BOL,2007
commodity_choice,BOL,2008
commodity_choice,BOL,2009
commodity_choice,BOL,2010
commodity_choice,BOL,2011
commodity_choice,BOL,2012
commodity_choice,BOL,2013
commodity_choice,BOL,2014
commodity_choice,BOL,2015
commodity_choice,BOL,2016
commodity_choice,BOL,2017
commodity_choice,BOL,2018
commodity_choice,BOL,2019
commodity_choice,BOL,2020
commodity_choice,BOL,2021
commodity_choice,BRA,1990
commodity_choice,BRA,1991
commodity_choice,BRA,1992
commodity_choice,BRA,1993
commodity_choice,BRA,1994
commodity_choice,BRA,1995
commodity_choice,BRA,1996
commodity_choice,BRA,1997
commodity_choice,BRA,1998
commodity_choice,BRA,1999
commodity_choice,BRA,2000
commodity_choice,BRA,2001
commodity_choice,BRA,2002
commodity_choice,BRA,2003
commodity_choice,BRA,2004
commodity_choice,BRA,2005
commodity_choice,BRA,2006
commodity_choice,BRA,2007
commodity_choice,BRA,2008
commodity_choice,BRA,2009
commodity_choice,BRA,2010
commodity_choice,BRA,2011
commodity_choice,BRA,2012
commodity_choice,BRA,2013
commodity_choice,BRA,2014
commodity_choice,BRA,2015
commodity_choice,BRA,2016
commodity_choice,BRA,2017
commodity_choice,BRA,2018
commodity_choice,BRA,2019
commodity_choice,BRA,2020
commodity_choice,BRA,2021
commodity_choice,CHL,1990
commodity_choice,CHL,1991
commodity_choice,CHL,1992
commodity_choice,CHL,1993
commodity_choice,CHL,1994
commodity_choice,CHL,1995
commodity_choice,CHL,1996
commodity_choice,CHL,1997
commodity_choice,CHL,1998
commodity_choice,CHL,1999
commodity_choice,CHL,2000
commodity_choice,CHL,2001
commodity_choice,CHL,2002
commodity_choice,CHL,2003
commodity_choice,CHL,2004
commodity_choice,CHL,2005
commodity_choice,CHL,2006
commodity_choice,CHL,2007
commodity_choice,CHL,2008
commodity_choice,CHL,2009
commodity_choice,CHL,2010
commodity_choice,CHL,2011
commodity_choice,CHL,2012
commodity_choice,CHL,2013
commodity_choice,CHL,2014
commodity_choice,CHL,2015
commodity_choice,CHL,2016
commodity_choice,CHL,2017
commodity_choice,CHL,2018
commodity_choice,CHL,2019
commodity_choice,CHL,2020
commodity_choice,CHL,2021
commodity_choice,COL,1990
commodity_choice,COL,1991
commodity_choice,COL,1992
commodity_choice,COL,1993
commodity_choice,COL,1994
commodity_choice,COL,1995
commodity_choice,COL,1996
commodity_choice,COL,1997
commodity_choice,COL,1998
commodity_choice,COL,1999
commodity_choice,COL,2000
commodity_choice,COL,2001
commodity_choice,COL,2002
commodity_choice,COL,2003
commodity_choice,COL,2004
commodity_choice,COL,2005
commodity_choice,COL,2006
commodity_choice,COL,2007
commodity_choice,COL,2008
commodity_choice,COL,2009
commodity_choice,COL,2010
commodity_choice,COL,2011
commodity_choice,COL,2012
commodity_choice,COL,2013
commodity_choice,COL,2014
commodity_choice,COL,2015
commodity_choice,COL,2016
commodity_choice,COL,2017
commodity_choice,COL,2018
commodity_choice,COL,2019
commodity_choice,COL,2020
commodity_choice,COL,2021
commodity_choice,CRI,1990
commodity_choice,CRI,1991
commodity_choice,CRI,1992
commodity_choice,CRI,1993
commodity_choice,CRI,1994
commodity_choice,CRI,1995
commodity_choice,CRI,1996
commodity_choice,CRI,1997
commodity_choice,CRI,1998
commodity_choice,CRI,1999
commodity_choice,CRI,2000
commodity_choice,CRI,2001
commodity_choice,CRI,2002
commodity_choice,CRI,2003
commodity_choice,CRI,2004
commodity_choice,CRI,2005
commodity_choice,CRI,2006
commodity_choice,CRI,2007
commodity_choice,CRI,2008
commodity_choice,CRI,2009
commodity_choice,CRI,2010
commodity_choice,CRI,2011
commodity_choice,CRI,2012
commodity_choice,CRI,2013
commodity_choice,CRI,2014
commodity_choice,CRI,2015
commodity_choice,CRI,2016
commodity_choice,CRI,2017
commodity_choice,CRI,2018
commodity_choice,CRI,2019
commodity_choice,CRI,2020
commodity_choice,CRI,2021
commodity_choice,DOM,1990
commodity_choice,DOM,1991
commodity_choice,DOM,1992
commodity_choice,DOM,1993
commodity_choice,DOM,1994
commodity_choice,DOM,1995
commodity_choice,DOM,1996
commodity_choice,DOM,1997
commodity_choice,DOM,1998
commodity_choice,DOM,1999
commodity_choice,DOM,2000
commodity_choice,DOM,2001
commodity_choice,DOM,2002
commodity_choice,DOM,2003
commodity_choice,DOM,2004
commodity_choice,DOM,2005
commodity_choice,DOM,2006
commodity_choice,DOM,2007
commodity_choice,DOM,2008
commodity_choice,DOM,2009
commodity_choice,DOM,2010
commodity_choice,DOM,2011
commodity_choice,DOM,2012
commodity_choice,DOM,2013
commodity_choice,DOM,2014
commodity_choice,DOM,2015
commodity_choice,DOM,2016
commodity_choice,DOM,2017
commodity_choice,DOM,2018
commodity_choice,DOM,2019
commodity_choice,DOM,2020
commodity_choice,DOM,2021
commodity_choice,ECU,1994
commodity_choice,ECU,1995
commodity_choice,ECU,1996
commodity_choice,ECU,1997
commodity_choice,ECU,1998
commodity_choice,ECU,1999
commodity_choice,ECU,2000
commodity_choice,ECU,2001
commodity_choice,ECU,2002
commodity_choice,ECU,2003
commodity_choice,ECU,2004
commodity_choice,ECU,2005
commodity_choice,ECU,2006
commodity_choice,ECU,2007
commodity_choice,ECU,2008
commodity_choice,ECU,2009
commodity_choice,ECU,2010
commodity_choice,ECU,2011
commodity_choice,ECU,2012
commodity_choice,ECU,2013
commodity_choice,ECU,2014
commodity_choice,ECU,2015
commodity_choice,ECU,2016
commodity_choice,ECU,2017
commodity_choice,ECU,2018
commodity_choice,ECU,2019
commodity_choice,ECU,2020
commodity_choice,ECU,2021
commodity_choice,GTM,1990
commodity_choice,GTM,1991
commodity_choice,GTM,1992
commodity_choice,GTM,1993
commodity_choice,GTM,1994
commodity_choice,GTM,1995
commodity_choice,GTM,1996
commodity_choice,GTM,1997
commodity_choice,GTM,1998
commodity_choice,GTM,1999
commodity_choice,GTM,2000
commodity_choice,GTM,2001
commodity_choice,GTM,2002
commodity_choice,GTM,2003
commodity_choice,GTM,2004
commodity_choice,GTM,2005
commodity_choice,GTM,2006
commodity_choice,GTM,2007
commodity_choice,GTM,2008
commodity_choice,GTM,2009
commodity_choice,GTM,2010
commodity_choice,GTM,2011
commodity_choice,GTM,2012
commodity_choice,GTM,2013
commodity_choice,GTM,2014
commodity_choice,GTM,2015
commodity_choice,GTM,2016
commodity_choice,GTM,2017
commodity_choice,GTM,2018
commodity_choice,GTM,2019
commodity_choice,GTM,2020
commodity_choice,GTM,2021
commodity_choice,HND,1990
commodity_choice,HND,1991
commodity_choice,HND,1992
commodity_choice,HND,1993
commodity_choice,HND,1994
commodity_choice,HND,1995
commodity_choice,HND,1996
commodity_choice,HND,1997
commodity_choice,HND,1998
commodity_choice,HND,1999
commodity_choice,HND,2000
commodity_choice,HND,2001
commodity_choice,HND,2002
commodity_choice,HND,2003
commodity_choice,HND,2004
commodity_choice,HND,2005
commodity_choice,HND,2006
commodity_choice,HND,2007
commodity_choice,HND,2008
commodity_choice,HND,2009
commodity_choice,HND,2010
commodity_choice,HND,2011
commodity_choice,HND,2012
commodity_choice,HND,2013
commodity_choice,HND,2014
commodity_choice,HND,2015
commodity_choice,HND,2016
commodity_choice,HND,2017
commodity_choice,HND,2018
commodity_choice,HND,2019
commodity_choice,HND,2020
commodity_choice,HND,2021
commodity_choice,MEX,1990
commodity_choice,MEX,1991
commodity_choice,MEX,1992
commodity_choice,MEX,1993
commodity_choice,MEX,1994
commodity_choice,MEX,1995
commodity_choice,MEX,1996
commodity_choice,MEX,1997
commodity_choice,MEX,1998
commodity_choice,MEX,1999
commodity_choice,MEX,2000
commodity_choice,MEX,2001
commodity_choice,MEX,2002
commodity_choice,MEX,2003
commodity_choice,MEX,2004
commodity_choice,MEX,2005
commodity_choice,MEX,2006
commodity_choice,MEX,2007
commodity_choice,MEX,2008
commodity_choice,MEX,2009
commodity_choice,MEX,2010
commodity_choice,MEX,2011
commodity_choice,MEX,2012
commodity_choice,MEX,2013
commodity_choice,MEX,2014
commodity_choice,MEX,2015
commodity_choice,MEX,2016
commodity_choice,MEX,2017
commodity_choice,MEX,2018
commodity_choice,MEX,2019
commodity_choice,MEX,2020
commodity_choice,MEX,2021
commodity_choice,NIC,1993
commodity_choice,NIC,1994
commodity_choice,NIC,1995
commodity_choice,NIC,1996
commodity_choice,NIC,1997
commodity_choice,NIC,1998
commodity_choice,NIC,1999
commodity_choice,NIC,2000
commodity_choice,NIC,2001
commodity_choice,NIC,2002
commodity_choice,NIC,2003
commodity_choice,NIC,2004
commodity_choice,NIC,2005
commodity_choice,NIC,2006
commodity_choice,NIC,2007
commodity_choice,NIC,2008
commodity_choice,NIC,2009
commodity_choice,NIC,2010
commodity_choice,NIC,2011
commodity_choice,NIC,2012
commodity_choice,NIC,2013
commodity_choice,NIC,2014
commodity_choice,PAN,1990
commodity_choice,PAN,1991
commodity_choice,PAN,1992
commodity_choice,PAN,1993
commodity_choice,PAN,1994
commodity_choice,PAN,1995
commodity_choice,PAN,1996
commodity_choice,PAN,1997
commodity_choice,PAN,1998
commodity_choice,PAN,1999
commodity_choice,PAN,2000
commodity_choice,PAN,2001
commodity_choice,PAN,2002
commodity_choice,PAN,2003
commodity_choice,PAN,2004
commodity_choice,PAN,2005
commodity_choice,PAN,2006
commodity_choice,PAN,2007
commodity_choice,PAN,2008
commodity_choice,PAN,2009
commodity_choice,PAN,2010
commodity_choice,PAN,2011
commodity_choice,PAN,2012
commodity_choice,PAN,2013
commodity_choice,PAN,2014
commodity_choice,PAN,2015
commodity_choice,PAN,2016
commodity_choice,PAN,2017
commodity_choice,PAN,2018
commodity_choice,PAN,2019
commodity_choice,PAN,2020
commodity_choice,PAN,2021
commodity_choice,PER,1990
commodity_choice,PER,1991
commodity_choice,PER,1992
commodity_choice,PER,1993
commodity_choice,PER,1994
commodity_choice,PER,1995
commodity_choice,PER,1996
commodity_choice,PER,1997
commodity_choice,PER,1998
commodity_choice,PER,1999
commodity_choice,PER,2000
commodity_choice,PER,2001
commodity_choice,PER,2002
commodity_choice,PER,2003
commodity_choice,PER,2004
commodity_choice,PER,2005
commodity_choice,PER,2006
commodity_choice,PER,2007
commodity_choice,PER,2008
commodity_choice,PER,2009
commodity_choice,PER,2010
commodity_choice,PER,2011
commodity_choice,PER,2012
commodity_choice,PER,2013
commodity_choice,PER,2014
commodity_choice,PER,2015
commodity_choice,PER,2016
commodity_choice,PER,2017
commodity_choice,PER,2018
commodity_choice,PER,2019
commodity_choice,PER,2020
commodity_choice,PER,2021
commodity_choice,PRY,1990
commodity_choice,PRY,1991
commodity_choice,PRY,1992
commodity_choice,PRY,1993
commodity_choice,PRY,1994
commodity_choice,PRY,1995
commodity_choice,PRY,1996
commodity_choice,PRY,1997
commodity_choice,PRY,1998
commodity_choice,PRY,1999
commodity_choice,PRY,2000
commodity_choice,PRY,2001
commodity_choice,PRY,2002
